text,aspect,label
i just hoped i was missing a section of the website.,website.,0
do you mean changing email at your bank's end?,email,1
"timely service ,fresh goods",Timely,2
(whenever we launch it) license to resell videos video resolution in 1080p full access to all editing,resell,2
"dear team, we are intrested in buying your product , please send us your price list.",list.,2
i started using your platform some weeks ago but realised it is not for me unfortunately.,platform,0
overall what this app brings is great.,app,2
"i see the potential, but the android app needs more work.",Android app,0
"if i want to edit the project now and add another istock video file (number 8) and then render, just the last stock file will count towards my limit not the other ones again, right?","render,",1
on time delivery no skip,time delivery,0
i must say that my quest for ultimate knowledge & note organizing app is done,knowledge,2
Terrible connection between devices very difficult to follow the thread!,connection,0
"-&gt; i want to learn for the future whether we as a team did something wrong (whether a teammate accidently deleted the file -&gt; therefore it would be good to get the mailadress of ""kaiser""), or we got hacked, or whether there was a failure in the notion system.",file,1
"@mitevpi @notionhq I am using it all the time and have not been affected, but i have noticed that loading templates i.",templates,0
"nice and handy app, but it looks more like a website wrapper ):","app,",2
note making experience unparalleled.,Note,2
"we would love to purchase the full price for all people on staff, but we can not afford it for all the volunteers that need access too.",purchase,2
"Please, put on a dark mode.",dark mode,0
best note taking app.. ever!!,note taking app..,0
please make the iphone app responsive.,Please make the iPhone app responsive.,0
"Quite a good app but could be (much)better. Here's what's wrong...

Bases can't link to one another. This restriction really holds back possibilities, like, say, a single CRM base (with customers, tasks, etc.) that's SHARED by any/all other bases

No offline support whatsoever. Cannot even VIEW without a connection. Bummer.

It's tedious (and/or privacy-invading) to add pics/attachments. I don't want to share my entire iCloud photo library. I DO want to simply copy/paste into attachment fields!

Share menu? Also would be handy to add images, or anything, from other apps to bases via iOS share menu

Collapsible editable groupings of fields (in form view and/or table view) would be FANTASTIC to reduce scrolling and organize 

Vertical scrolling to navigate between records is a huge hassle when there are many fields. PLEASE add next/previous buttons or allow swiping sideways to navigate between records (at least as an option in settings.)",Share,1
I'm torn on the phone version of the app.,phone version,1
i was focused on buying the $ 10 plan,plan,1
is it anywhere on your roadmap atm?,roadmap,1
its take too much time to open.,Its,2
